,ad_num,company,model,price,engine,year,hand,km,eng_kind,test,current_owner,prev_owner,color,gearbox,trader,area,sub_area,price_list,price0705,enc_company,enc_model,price1605,sold,car_kind
1981,96991538.0,יונדאי,i30,28500.0,1591.0,2012,5,175000,7,10/2023,0.0,0.0,2,0.0,0,100,ירושלים,30800.0,28500.0,1,70,24000.0,0,משפחתיים
1982,94125061.0,דאצ'יה,סנדרו,32000.0,898.0,2017,3,128561,7,01/2024,0.0,0.0,0,0.0,0,100,בית שמש,38000.0,35000.0,29,188,36000.0,0,קטנים
1983,65298047.0,מאזדה,5,70000.0,1999.0,2016,2,132000,7,12/2023,0.0,0.0,3,0.0,0,100,ירושלים,49500.0,-1.0,6,39,-1.0,1,מיניוואנים
1984,77630799.0,שברולט,ספארק,60000.0,1399.0,2018,2,40000,7,03/2024,0.0,1.0,3,0.0,0,100,ירושלים,51300.0,46000.0,8,19,52000.0,0,קטנים
1985,85042791.0,קיה,פיקנטו,65900.0,1248.0,2018,2,67000,7,05/2023,0.0,0.0,0,0.0,0,100,מבשרת ציון,65300.0,59900.0,2,5,64200.0,0,קטנים
1986,76025545.0,סקודה,אוקטביה,90000.0,1395.0,2018,1,49500,7,08/2023,0.0,0.0,9,0.0,0,100,ירושלים,-1.0,-1.0,3,10,-1.0,1,משפחתיים
1987,55524511.0,יונדאי,אלנטרה (2016 ואילך),136000.0,1580.0,2022,1,11000,7,08/2024,0.0,0.0,1,0.0,0,100,ירושלים,145900.0,-1.0,1,73,-1.0,1,משפחתיים
1988,76952322.0,מאזדה,5,23000.0,1999.0,2010,4,217000,7,10/2023,0.0,0.0,3,0.0,0,100,ירושלים,33400.0,28000.0,6,39,28000.0,0,מיניוואנים
1989,94123934.0,טויוטה,פריוס,48000.0,1798.0,2015,3,271000,7,10/2023,0.0,0.0,0,0.0,0,100,ירושלים,56100.0,59000.0,0,43,39999.0,0,משפחתיים
1990,78588073.0,מאזדה,3,96000.0,1998.0,2019,3,70000,7,01/2024,0.0,0.0,1,0.0,0,100,מבשרת ציון,92100.0,96000.0,6,11,85000.0,0,משפחתיים
1991,64749783.0,קיה,פיקנטו,41000.0,1248.0,2014,2,94500,7,02/2024,0.0,0.0,4,0.0,0,100,מעלה אדומים,37100.0,29500.0,2,5,40000.0,0,קטנים
1992,73516054.0,טויוטה,קורולה,18000.0,1598.0,2008,2,144000,7,05/2023,0.0,0.0,2,3.0,0,100,ירושלים,16100.0,-1.0,0,6,-1.0,1,משפחתיים
1993,77552958.0,טויוטה,פריוס,44000.0,1798.0,2012,4,267000,7,11/2023,0.0,0.0,0,0.0,0,100,בית שמש,42500.0,44000.0,0,43,44000.0,0,משפחתיים
1994,89689873.0,סוזוקי,SX4 קרוסאובר,39000.0,1586.0,2014,2,157000,7,03/2024,0.0,0.0,0,0.0,0,100,ירושלים,49200.0,-1.0,12,102,-1.0,1,משפחתיים
1995,88098864.0,סוזוקי,SX4,37900.0,1586.0,2014,3,177000,7,07/2023,0.0,0.0,0,0.0,0,100,ירושלים,38600.0,37900.0,12,129,36500.0,0,משפחתיים
1996,68436965.0,סקודה,סופרב (עד 2019),38000.0,1798.0,2014,5,167000,7,04/2024,0.0,0.0,1,0.0,0,100,ירושלים,38400.0,35000.0,3,27,47000.0,0,מנהלים
1997,81238453.0,ניסאן,מיקרה,29000.0,1198.0,2016,4,118000,7,07/2023,0.0,0.0,0,0.0,0,100,ירושלים,34500.0,29000.0,5,34,29000.0,0,ספורט
1998,78597570.0,פולקסווגן,ג'טה,41000.0,1197.0,2016,2,158000,7,08/2023,0.0,0.0,0,0.0,0,100,ירושלים,40700.0,-1.0,13,64,-1.0,1,משפחתיים
1999,86623050.0,ניסאן,טידה,12500.0,1598.0,2008,2,238000,7,09/2023,0.0,0.0,8,0.0,0,100,בית שמש,10100.0,12500.0,5,170,12500.0,0,משפחתיים
2000,73411362.0,מרצדס,CLS,360000.0,1991.0,2020,1,130000,7,08/2023,0.0,0.0,2,0.0,0,100,ירושלים,537000.0,360000.0,7,197,550000.0,0,ספורט
2001,84617150.0,קיה,פיקנטו,38000.0,1248.0,2013,1,97000,7,08/2023,0.0,0.0,3,0.0,0,100,ירושלים,34000.0,-1.0,2,5,-1.0,1,קטנים
2002,86531405.0,ב.מ.וו,סדרה 4,329000.0,1998.0,2021,2,11000,7,05/2023,0.0,0.0,4,0.0,0,100,ירושלים,327400.0,329000.0,9,194,-1.0,1,ספורט
2003,63033364.0,מיצובישי,גרנדיס,17000.0,2378.0,2010,7,295000,7,08/2023,2.0,0.0,3,0.0,0,100,ירושלים,31000.0,15000.0,4,439,15000.0,0,מיניוואנים
2004,67690237.0,טויוטה,אוריס הייבריד,89000.0,1798.0,2018,1,125000,7,11/2023,0.0,0.0,0,0.0,0,100,ירושלים,72300.0,72000.0,0,58,63900.0,0,משפחתיים
2005,81200347.0,יונדאי,סונטה הייבריד,105000.0,1999.0,2017,2,112000,7,07/2023,0.0,2.0,2,0.0,0,100,ירושלים,94500.0,84500.0,1,37,-1.0,1,מנהלים
2006,53575884.0,טסלה,מודל 3,179000.0,0.0,2022,1,37400,2,02/2024,0.0,2.0,0,0.0,0,100,מבשרת ציון,253400.0,216600.0,21,13,198000.0,0,מנהלים
2007,97579762.0,יונדאי,סונטה הייבריד,95000.0,1999.0,2016,2,85000,7,10/2023,0.0,0.0,0,0.0,0,100,ירושלים,86400.0,74000.0,1,37,-1.0,1,מנהלים
2008,88591243.0,יונדאי,i10,38000.0,998.0,2015,2,132000,7,07/2023,0.0,0.0,3,0.0,0,100,ירושלים,35700.0,-1.0,1,17,-1.0,1,קטנים
2009,43032795.0,סיאט,איביזה,87000.0,999.0,2020,1,103000,7,10/2023,0.0,0.0,2,0.0,0,100,ירושלים,91300.0,98000.0,15,15,-1.0,1,ספורט
2010,63706898.0,טויוטה,קורולה,100000.0,1598.0,2018,1,84000,7,05/2023,0.0,0.0,7,0.0,0,100,ירושלים,100000.0,100000.0,0,6,75000.0,0,משפחתיים
2011,72482377.0,יונדאי,אקסנט/ i25 החדשה (2019 ואילך),90000.0,1591.0,2020,1,61000,7,03/2024,0.0,0.0,0,0.0,0,100,ירושלים,93700.0,90000.0,1,274,69900.0,0,משפחתיים
2012,84710465.0,סקודה,סופרב (2019 ואילך),180000.0,1984.0,2020,1,51000,7,03/2024,0.0,0.0,2,0.0,0,100,ירושלים,186100.0,120000.0,3,112,-1.0,1,מנהלים
2013,73407678.0,מרצדס,E-Class,235000.0,1991.0,2017,3,60000,7,01/2024,0.0,0.0,6,0.0,0,100,ירושלים,183900.0,-1.0,7,55,-1.0,1,יוקרה
2014,53178882.0,סובארו,XV,84000.0,1600.0,2018,3,70000,7,01/2024,0.0,0.0,0,0.0,0,100,ירושלים,81100.0,62000.0,18,31,94000.0,0,ג'יפים
2015,79267314.0,יונדאי,אלנטרה (2016 ואילך),140000.0,1580.0,2022,2,9880,7,01/2024,0.0,1.0,1,0.0,0,100,בית שמש,142700.0,140000.0,1,73,144900.0,0,משפחתיים
2016,95196543.0,טויוטה,קורולה,13000.0,1598.0,2008,4,167000,7,05/2023,0.0,0.0,2,3.0,0,100,ירושלים,17100.0,15000.0,0,6,25000.0,0,משפחתיים
2017,52618232.0,מיצובישי,ספייס סטאר,25500.0,1193.0,2014,3,134500,7,05/2024,0.0,0.0,2,0.0,0,100,מעלה אדומים,30600.0,25000.0,4,147,-1.0,1,קטנים
2018,48218868.0,פולקסווגן,גולף פלוס,28500.0,1595.0,2010,3,125000,7,08/2023,0.0,0.0,0,0.0,0,100,ירושלים,20100.0,-1.0,13,426,-1.0,1,משפחתיים
2019,85115279.0,יונדאי,אלנטרה (2016 ואילך),55000.0,1591.0,2017,3,150000,7,12/2023,0.0,1.0,1,0.0,0,100,מבשרת ציון,61100.0,70000.0,1,73,58000.0,0,משפחתיים
2020,95520769.0,מיצובישי,לנסר קלאסיק,14500.0,1584.0,2006,2,76000,7,07/2023,0.0,0.0,3,0.0,0,100,ירושלים,8000.0,12500.0,4,127,-1.0,1,משפחתיים
2021,52418442.0,יונדאי,טוסון,125000.0,1999.0,2020,1,26000,7,05/2024,0.0,0.0,0,0.0,0,100,זכריה,128500.0,-1.0,1,1,-1.0,1,ג'יפים
2023,66603268.0,פולקסווגן,טיגואן,33000.0,1984.0,2009,6,170000,7,03/2024,0.0,0.0,6,0.0,0,100,ירושלים,25600.0,29000.0,13,56,-1.0,1,ג'יפים
2024,81617253.0,פורד,פוקוס,5999.0,1596.0,2008,3,173000,7,05/2023,0.0,2.0,3,0.0,0,100,ירושלים,8900.0,-1.0,11,22,-1.0,1,ספורט
2025,78730618.0,שברולט,אבאו,4800.0,1399.0,2007,4,142000,7,07/2023,0.0,0.0,3,0.0,0,100,ירושלים,8000.0,-1.0,8,208,-1.0,1,משפחתיים
2026,71874065.0,טויוטה,אוריס הייבריד,58000.0,1798.0,2015,1,196000,7,09/2023,0.0,0.0,0,0.0,0,100,אשתאול,59000.0,39900.0,0,58,63000.0,0,משפחתיים
2027,48027583.0,שברולט,ספארק,13900.0,1206.0,2013,2,170000,7,07/2023,0.0,0.0,1,1.0,0,100,ירושלים,14900.0,-1.0,8,19,-1.0,1,קטנים
2028,91185303.0,מאזדה,3,11000.0,1598.0,2005,3,194000,7,02/2024,0.0,0.0,2,0.0,0,100,ירושלים,10500.0,9000.0,6,11,9500.0,0,משפחתיים
2029,52942480.0,ניסאן,קשקאי,34000.0,1598.0,2013,3,128000,7,03/2024,0.0,0.0,7,1.0,0,100,ירושלים,29700.0,46000.0,5,3,25000.0,0,משפחתיים
2030,53819027.0,לנד רובר,ריינג' רובר איווק,144000.0,1999.0,2016,2,125000,7,06/2023,0.0,0.0,0,0.0,0,100,ירושלים,144000.0,-1.0,27,237,-1.0,1,ספורט
2031,93737920.0,פולקסווגן,גולף,17000.0,1595.0,2008,3,186000,7,04/2023,0.0,0.0,0,1.0,0,100,צור הדסה,17400.0,14000.0,13,54,10000.0,0,ספורט
2032,58989784.0,סובארו,אאוטבק החדשה,35000.0,2457.0,2010,4,200000,7,10/2023,0.0,0.0,15,0.0,0,100,ירושלים,37600.0,39900.0,18,276,32500.0,0,ג'יפים
2033,52716474.0,הונדה,סיוויק (עד 2006),5800.0,1590.0,2006,3,270000,7,09/2023,0.0,0.0,3,0.0,0,100,ירושלים,10400.0,8000.0,17,165,5800.0,0,משפחתיים
2034,41433875.0,סיאט,איביזה,18000.0,1390.0,2013,4,202000,7,03/2024,0.0,0.0,0,1.0,0,100,בית שמש,21900.0,21000.0,15,15,32000.0,0,ספורט
2035,88339315.0,אלפא רומיאו,מיטו / MITO,25000.0,875.0,2014,3,70000,7,10/2024,0.0,0.0,0,1.0,0,100,ירושלים,26500.0,25000.0,26,281,-1.0,1,קטנים
2037,98143074.0,סקודה,פאביה,65000.0,1197.0,2017,2,72000,7,10/2023,0.0,0.0,1,0.0,0,100,ירושלים,64400.0,62900.0,3,60,34900.0,0,קטנים
2038,68454540.0,מיצובישי,אאוטלנדר,75000.0,1998.0,2015,3,132000,7,10/2023,0.0,0.0,2,0.0,0,100,ירושלים,83900.0,90000.0,4,0,85000.0,0,ג'יפים
2039,43163549.0,פורד,טורנאו קונקט קצר,17000.0,1753.0,2011,3,220500,6,05/2023,0.0,2.0,0,1.0,0,100,ירושלים,20200.0,17000.0,11,428,17000.0,0,מסחריים
2040,69757592.0,סקודה,אוקטביה,42000.0,1197.0,2014,1,162000,7,06/2023,0.0,2.0,3,0.0,0,100,ירושלים,40600.0,69000.0,3,10,47000.0,0,משפחתיים
2041,94845661.0,סקודה,אוקטביה,55000.0,1395.0,2015,3,140000,7,01/2024,0.0,0.0,1,0.0,0,100,ירושלים,55200.0,53000.0,3,10,47000.0,0,משפחתיים
2042,89322625.0,הונדה,סיוויק סדאן החדשה,42000.0,1798.0,2013,3,173000,7,10/2023,0.0,0.0,0,0.0,0,100,בית שמש,45600.0,60000.0,17,41,38000.0,0,משפחתיים
2043,55613016.0,מאזדה,323 לאנטיס,4600.0,1840.0,1996,3,379000,7,09/2023,0.0,0.0,8,1.0,0,100,ירושלים,8000.0,-1.0,6,285,-1.0,1,משפחתיים
2044,94744465.0,אופל,קורסה,14000.0,1398.0,2011,4,140000,7,05/2023,0.0,0.0,1,0.0,0,100,ירושלים,16100.0,14000.0,24,130,14000.0,0,קטנים
2045,55535513.0,טסלה,מודל 3,208000.0,0.0,2021,1,39000,2,06/2023,0.0,0.0,0,0.0,0,100,ירושלים,254000.0,-1.0,21,13,-1.0,1,מנהלים
2046,56365992.0,סיאט,לאון,40000.0,1197.0,2016,3,150000,7,09/2023,0.0,0.0,0,0.0,0,100,ירושלים,41000.0,-1.0,15,26,-1.0,1,ספורט
2048,86498491.0,סקודה,אוקטביה,65000.0,1197.0,2015,4,99200,7,12/2023,0.0,0.0,1,0.0,0,100,בית שמש,54900.0,99000.0,3,10,38000.0,0,משפחתיים
2049,51831023.0,שברולט,אופטרה,6600.0,1598.0,2006,2,156000,7,07/2023,0.0,0.0,8,0.0,0,100,ירושלים,8000.0,8000.0,8,196,7000.0,0,משפחתיים
2050,43623663.0,קיה,קרניבל,248000.0,2151.0,2021,1,42000,6,07/2023,0.0,0.0,0,0.0,0,100,ירושלים,235700.0,-1.0,2,164,-1.0,1,מיניוואנים
2051,65522724.0,אופל,קורסה,17000.0,1398.0,2011,5,102000,7,02/2024,0.0,0.0,1,0.0,0,100,ירושלים,16100.0,16000.0,24,130,-1.0,1,קטנים
2052,72790640.0,מאזדה,2 דמיו,44000.0,1496.0,2016,3,147000,7,07/2023,0.0,2.0,1,0.0,0,100,בית שמש,47700.0,44000.0,6,429,44000.0,0,משפחתיים
2053,61648149.0,מיצובישי,אאוטלנדר,103000.0,1998.0,2017,2,150000,7,04/2024,0.0,0.0,0,0.0,0,100,ירושלים,105000.0,105000.0,4,0,75000.0,0,ג'יפים
2054,78563617.0,אלפא רומיאו,סטלויו,158500.0,1995.0,2018,3,115000,7,02/2024,0.0,0.0,0,0.0,0,100,בית שמש,178300.0,174000.0,26,75,179000.0,0,ג'יפים
2055,66690698.0,יונדאי,טוסון,91500.0,1999.0,2017,2,153000,7,07/2023,0.0,2.0,0,0.0,0,100,בית שמש,99700.0,112000.0,1,1,93000.0,0,ג'יפים
2056,83515141.0,טויוטה,פריוס פלוס הייבריד,80000.0,1798.0,2014,3,208000,7,07/2023,0.0,0.0,2,0.0,0,100,ירושלים,73100.0,80000.0,0,275,80000.0,0,מיניוואנים
2057,62201307.0,פורד,גלאקסי,18000.0,1999.0,2012,1,180000,7,10/2023,0.0,0.0,2,0.0,0,100,ירושלים,23200.0,22000.0,11,186,18000.0,0,מיניוואנים
2058,82530539.0,פיאט,500,21000.0,1368.0,2011,2,100000,7,10/2023,0.0,0.0,5,3.0,0,100,מעלה אדומים,17700.0,21000.0,23,61,21000.0,0,ספורט
2059,56606547.0,אלפא רומיאו,ג'ולייטה,95000.0,1368.0,2019,1,95000,7,04/2024,0.0,0.0,1,0.0,0,100,נווה שלום,90700.0,115000.0,26,298,-1.0,1,משפחתיים
2060,53450246.0,טויוטה,פריוס,41000.0,1798.0,2012,2,244700,7,07/2023,0.0,0.0,0,0.0,0,100,ירושלים,42500.0,41000.0,0,43,41000.0,0,משפחתיים
2061,85871447.0,ב.מ.וו,X2,250000.0,1499.0,2021,2,45000,3,01/2024,0.0,0.0,4,0.0,0,100,ירושלים,233600.0,250000.0,9,209,195000.0,0,יוקרה
2062,96393552.0,יונדאי,i30,84000.0,1353.0,2018,3,78000,7,05/2024,0.0,0.0,7,0.0,0,100,ירושלים,90700.0,84000.0,1,70,72900.0,0,משפחתיים
2063,51433081.0,סובארו,XV,79000.0,1995.0,2017,3,88000,7,03/2024,0.0,0.0,0,0.0,0,100,מעלה החמישה,80400.0,66900.0,18,31,81000.0,0,ג'יפים
2064,66563259.0,טויוטה,יאריס,10000.0,1298.0,2007,5,208000,7,05/2023,0.0,0.0,3,3.0,0,100,ירושלים,16200.0,8500.0,0,30,-1.0,1,קטנים
2065,45588795.0,טויוטה,קורולה,10900.0,1598.0,2006,3,280000,7,02/2024,0.0,0.0,3,0.0,0,100,ירושלים,12700.0,10900.0,0,6,10900.0,0,משפחתיים
2066,54569942.0,טסלה,מודל 3,255000.0,0.0,2022,1,3200,2,02/2024,0.0,0.0,2,0.0,0,100,ירושלים,8000.0,270000.0,21,13,238000.0,0,מנהלים
2067,89688793.0,טויוטה,קאמרי,76000.0,2494.0,2014,3,114000,7,07/2023,0.0,0.0,3,0.0,0,100,ירושלים,72000.0,76000.0,0,52,76000.0,0,מנהלים
2068,54098669.0,סובארו,B3 סדאן,16000.0,1994.0,2010,3,204000,7,12/2023,0.0,0.0,0,0.0,0,100,ירושלים,14200.0,16000.0,18,277,16000.0,0,משפחתיים
2069,67089466.0,אופל,קרוסלנד X,79000.0,1199.0,2020,2,57000,7,02/2024,0.0,0.0,1,0.0,0,100,ירושלים,90800.0,79000.0,24,387,78000.0,0,משפחתיים
2070,55675943.0,קיה,ספורטז',56000.0,1591.0,2015,2,88000,7,04/2024,0.0,0.0,2,0.0,0,100,ירושלים,65300.0,61500.0,2,2,-1.0,1,משפחתיים
2071,83140221.0,טויוטה,פריוס,49000.0,1798.0,2011,3,15700,7,08/2023,0.0,0.0,1,0.0,0,100,ירושלים,38700.0,49000.0,0,43,44500.0,0,משפחתיים
2072,76410545.0,רנו,קליאו דור 5 (2019 ואילך),80000.0,1332.0,2020,2,53000,7,05/2024,0.0,0.0,1,0.0,0,100,ירושלים,76300.0,-1.0,19,109,-1.0,1,קטנים
2073,41217647.0,טויוטה,קאמרי,65000.0,2494.0,2013,4,191000,7,08/2023,0.0,0.0,0,0.0,0,100,ירושלים,66000.0,64000.0,0,52,64000.0,0,מנהלים
2074,62824251.0,סיאט,איביזה,14300.0,1390.0,2011,4,230000,7,12/2023,0.0,0.0,0,1.0,0,100,ירושלים,19400.0,30300.0,15,15,18500.0,0,ספורט
2075,76133317.0,דאצ'יה,דאסטר,14300.0,1197.0,2015,1,272000,7,08/2023,0.0,0.0,3,1.0,0,100,בית שמש,27900.0,39000.0,29,128,36000.0,0,משפחתיים
2076,49786180.0,פולקסווגן,גולף,58000.0,1395.0,2014,2,116000,7,10/2023,0.0,0.0,0,0.0,0,100,ירושלים,51400.0,58000.0,13,54,56000.0,0,ספורט
2077,79795908.0,יונדאי,i20,58500.0,1368.0,2016,1,96000,7,08/2023,0.0,0.0,4,0.0,0,100,ירושלים,50800.0,-1.0,1,40,-1.0,1,קטנים
2078,94305139.0,סוזוקי,ליאנה,8500.0,1586.0,2005,3,170000,7,08/2023,0.0,0.0,7,0.0,0,100,ירושלים,8000.0,8500.0,12,242,8000.0,0,משפחתיים
2079,79613491.0,שברולט,ספארק,74000.0,1399.0,2020,1,58000,7,07/2023,0.0,0.0,1,0.0,0,100,מבשרת ציון,74400.0,-1.0,8,19,-1.0,1,קטנים
2080,68053082.0,פולקסווגן,טיגואן,230000.0,1984.0,2022,1,39973,7,01/2024,0.0,0.0,0,0.0,0,100,בית שמש,215500.0,230000.0,13,56,230000.0,0,ג'יפים
2081,81860204.0,יונדאי,אקסנט (עד 2012),10450.0,1399.0,2010,5,252000,7,12/2023,0.0,0.0,2,0.0,0,100,בית שמש,11500.0,10450.0,1,143,10450.0,0,משפחתיים
2082,96604494.0,סאנגיונג,רודיוס,28000.0,2696.0,2008,5,330000,6,12/2023,0.0,0.0,2,0.0,0,100,בית שמש,25100.0,28000.0,34,150,28000.0,0,מיניוואנים
2083,89524695.0,הונדה,סיוויק סדאן החדשה,21000.0,1799.0,2008,2,15000,7,04/2024,0.0,0.0,15,0.0,0,100,בית שמש,19400.0,24000.0,17,41,21000.0,0,משפחתיים
2085,48596030.0,יונדאי,i30CW,13900.0,1591.0,2010,3,234230,7,05/2023,0.0,0.0,1,0.0,0,100,ירושלים,17400.0,17000.0,1,63,13000.0,0,משפחתיים
2086,79627237.0,אאודי,Q2,110000.0,999.0,2018,1,104000,7,05/2023,0.0,0.0,1,0.0,0,100,ירושלים,115800.0,110000.0,10,135,-1.0,1,יוקרה
2087,59434164.0,טויוטה,יאריס,9250.0,998.0,2000,4,287000,7,06/2023,0.0,0.0,3,1.0,0,100,ירושלים,8000.0,9250.0,0,30,-1.0,1,קטנים
2088,44670034.0,פיאט,דובלו,52000.0,1248.0,2018,3,164000,6,09/2023,0.0,0.0,0,1.0,0,100,בית שמש,53200.0,62990.0,23,138,29500.0,0,מסחריים
2089,68971686.0,פולקסווגן,פאסאט,79999.0,1798.0,2016,3,88000,7,04/2024,0.0,0.0,1,0.0,0,100,ירושלים,87100.0,69000.0,13,93,77000.0,0,מנהלים
2090,97822239.0,צ'רי / Chery,TIGGO 8 Pro,182000.0,1598.0,2023,1,4200,7,01/2026,0.0,0.0,1,0.0,0,100,ירושלים,172300.0,-1.0,44,434,-1.0,0,ג'יפים
2091,63923119.0,לקסוס,RX300,225000.0,1998.0,2020,2,56000,7,02/2024,0.0,0.0,11,0.0,0,100,ירושלים,244100.0,225000.0,25,167,225000.0,0,ג'יפים
2092,63045784.0,סיאט,לאון,44500.0,1197.0,2015,3,122101,7,03/2024,0.0,0.0,12,0.0,0,100,מבשרת ציון,38800.0,-1.0,15,26,-1.0,1,ספורט
2093,73029933.0,מאזדה,2,110000.0,1496.0,2023,1,4000,7,02/2024,0.0,0.0,0,0.0,0,100,ירושלים,-1.0,105000.0,6,187,-1.0,1,קטנים
2094,56034844.0,יונדאי,אלנטרה (2016 ואילך),50000.0,1591.0,2016,2,150000,7,10/2023,0.0,0.0,2,0.0,0,100,ירושלים,56900.0,-1.0,1,73,-1.0,1,משפחתיים
2095,82866911.0,סוזוקי,בלנו,5500.0,1590.0,1998,5,172000,7,06/2023,0.0,0.0,3,0.0,0,100,ירושלים,8000.0,-1.0,12,169,-1.0,1,משפחתיים
2096,45902450.0,מיצובישי,לנסר קלאסיק,9000.0,1584.0,2008,4,180000,7,03/2024,0.0,0.0,2,0.0,0,100,ירושלים,8600.0,9000.0,4,127,9000.0,0,משפחתיים
2097,67542863.0,סובארו,XV,48000.0,1995.0,2012,4,255000,7,08/2023,0.0,3.0,0,0.0,0,100,ירושלים,50600.0,-1.0,18,31,-1.0,1,ג'יפים
2098,67394320.0,טויוטה,קורולה,10000.0,1598.0,2003,3,255123,7,05/2023,0.0,0.0,3,0.0,0,100,ירושלים,9800.0,10000.0,0,6,10870.0,0,משפחתיים
2099,73577085.0,יונדאי,סונטה הייבריד,82000.0,1999.0,2018,3,149000,7,01/2024,0.0,0.0,1,0.0,0,100,ירושלים,97700.0,81000.0,1,37,76000.0,0,מנהלים
2100,61352202.0,ביואיק,אנקלייב,40000.0,3564.0,2008,6,309000,7,10/2023,0.0,6.0,0,0.0,0,100,בית שמש,-1.0,39000.0,39,435,39000.0,0,ג'יפים
2102,47458332.0,קיה,נירו הייבריד,104000.0,1580.0,2018,2,85000,7,10/2023,0.0,0.0,0,0.0,0,100,ירושלים,98800.0,98000.0,2,25,92000.0,0,משפחתיים
2103,54948435.0,יונדאי,טאראקן,41000.0,2902.0,2006,4,280000,6,07/2023,0.0,0.0,0,0.0,0,100,ירושלים,36800.0,40000.0,1,235,40000.0,0,ג'יפים
2104,41994560.0,הונדה,סיוויק סדאן החדשה,15800.0,1799.0,2006,8,237000,7,05/2024,0.0,0.0,2,0.0,0,100,ירושלים,16300.0,-1.0,17,41,-1.0,1,משפחתיים
2105,59003490.0,טויוטה,קורולה,31000.0,1598.0,2011,5,196000,7,08/2023,0.0,0.0,0,0.0,0,100,ירושלים,31400.0,-1.0,0,6,-1.0,1,משפחתיים
2106,96100056.0,סיאט,איביזה,18000.0,1598.0,2010,1,198000,7,11/2023,0.0,9.0,18,1.0,0,100,צור הדסה,20800.0,18000.0,15,15,18000.0,0,ספורט
2107,56297378.0,טויוטה,קורולה,15000.0,1598.0,2005,5,200000,7,11/2023,0.0,0.0,6,0.0,0,100,בית שמש,12700.0,15000.0,0,6,16000.0,0,משפחתיים
2108,55473287.0,וולוו,XC90,37000.0,2400.0,2008,4,335000,6,06/2023,0.0,0.0,10,0.0,0,100,ירושלים,41300.0,30000.0,22,124,37000.0,0,ג'יפים
2109,61801950.0,טויוטה,קורולה RUN-X,25000.0,1598.0,2006,2,184000,7,02/2024,0.0,0.0,11,0.0,0,100,ירושלים,15000.0,23000.0,0,200,21000.0,0,משפחתיים
2110,57232043.0,ניסאן,טידה,9500.0,1598.0,2009,4,258000,7,03/2024,0.0,1.0,3,0.0,0,100,ירושלים,10800.0,8900.0,5,170,8900.0,0,משפחתיים
2111,68555607.0,סוזוקי,ויטרה,31000.0,1600.0,1994,10,33000,7,12/2023,0.0,0.0,2,1.0,0,100,ירושלים,-1.0,67000.0,12,36,31000.0,0,משפחתיים
2112,57207807.0,יונדאי,טוסון,95000.0,1999.0,2016,2,100000,7,06/2023,0.0,0.0,1,0.0,0,100,בית שמש,92900.0,96000.0,1,1,-1.0,1,ג'יפים
2113,64881300.0,מיצובישי,אאוטלנדר,34000.0,2360.0,2010,5,281000,7,12/2023,0.0,0.0,3,0.0,0,100,ירושלים,38100.0,105000.0,4,0,40000.0,0,ג'יפים
2114,92119046.0,טויוטה,פריוס,23100.0,1497.0,2007,3,283000,7,03/2024,0.0,0.0,10,0.0,0,100,ירושלים,20500.0,23100.0,0,43,23100.0,0,משפחתיים
2115,41572506.0,יונדאי,גטס,7500.0,1399.0,2008,4,259000,7,04/2024,0.0,0.0,2,0.0,0,100,קרית יערים,8000.0,-1.0,1,217,-1.0,1,קטנים
2116,83863320.0,אאודי,A4,165000.0,1984.0,2020,1,34000,7,07/2023,0.0,0.0,1,0.0,0,100,ירושלים,215000.0,-1.0,10,80,-1.0,1,ספורט
2117,93095128.0,אאודי,A3,55000.0,1395.0,2013,3,148000,7,01/2024,0.0,0.0,0,0.0,0,100,ירושלים,51900.0,-1.0,10,35,-1.0,1,ספורט
2118,95152050.0,פורד,פוקוס,13800.0,1596.0,2011,3,171000,7,03/2024,0.0,0.0,3,0.0,0,100,ירושלים,10800.0,7200.0,11,22,9500.0,0,ספורט
2119,79433690.0,שברולט,ספארק,68000.0,1399.0,2020,1,450003,7,10/2023,0.0,0.0,1,0.0,0,100,ירושלים,66800.0,-1.0,8,19,-1.0,1,קטנים
2120,55263143.0,סיאט,לאון,67000.0,1395.0,2017,2,128000,7,03/2024,0.0,0.0,0,0.0,0,100,ירושלים,78600.0,-1.0,15,26,-1.0,1,ספורט
2121,79210724.0,יונדאי,אלנטרה (2016 ואילך),55000.0,1591.0,2017,2,230000,7,01/2024,0.0,1.0,4,0.0,0,100,ירושלים,61100.0,-1.0,1,73,-1.0,1,משפחתיים
2122,64441034.0,יונדאי,טוסון,90000.0,1999.0,2017,2,84000,7,12/2023,0.0,0.0,1,0.0,0,100,מבשרת ציון,99700.0,115000.0,1,1,92000.0,0,ג'יפים
2123,81716896.0,יונדאי,סנטה פה,24900.0,2188.0,2007,4,350,6,12/2023,0.0,0.0,3,0.0,0,100,קרית יערים,31700.0,147000.0,1,51,24300.0,0,ג'יפים
2124,79798840.0,מיצובישי,אטראז',38000.0,1193.0,2015,3,110000,7,02/2024,0.0,1.0,2,0.0,0,100,ירושלים,28600.0,38000.0,4,436,15999.0,0,משפחתיים
2125,77295729.0,רנו,פלואנס,24500.0,1461.0,2013,3,155000,6,04/2023,0.0,0.0,0,0.0,0,100,ירושלים,-1.0,13000.0,19,122,15000.0,0,משפחתיים
2126,91329520.0,יונדאי,אלנטרה (2016 ואילך),67500.0,1591.0,2017,2,99100,7,05/2023,0.0,0.0,1,0.0,0,100,ירושלים,61100.0,55900.0,1,73,60000.0,0,משפחתיים
