,ad_num,company,model,price,engine,year,hand,km,eng_kind,test,current_owner,prev_owner,color,gearbox,trader,area,sub_area,price_list,price0705,enc_company,enc_model,price1605,sold,car_kind
1084,44465510.0,פולקסווגן,טיגואן,133000.0,1395.0,2018,1,41100,7,07/2023,0.0,0.0,2,0.0,0,19,רעננה,122100.0,139500.0,13,56,-1.0,1,ג'יפים
1085,59186493.0,טויוטה,RAV4 ארוך,79800.0,1987.0,2014,2,117000,7,10/2023,0.0,0.0,1,0.0,0,19,אבן יהודה,78100.0,76000.0,0,85,-1.0,1,ג'יפים
1086,76104583.0,פורד,אקספלורר,97000.0,3497.0,2014,3,209500,7,01/2024,0.0,0.0,0,0.0,0,19,רמת השרון,102400.0,299000.0,11,28,91000.0,0,ג'יפים
1087,92395018.0,מיצובישי,אאוטלנדר,77000.0,1998.0,2016,4,135000,7,09/2023,0.0,0.0,0,0.0,0,19,נתניה,92800.0,53000.0,4,0,93800.0,0,ג'יפים
1088,91060531.0,ג'יפ / Jeep,גרנד צ'ירוקי,240000.0,3604.0,2019,1,36500,7,09/2023,0.0,0.0,0,0.0,0,19,טירה,244800.0,240000.0,16,9,165000.0,0,ג'יפים
1089,65926218.0,קיה,ספורטז',98500.0,1999.0,2018,1,75000,7,01/2024,0.0,0.0,2,0.0,0,19,הוד השרון,105000.0,117500.0,2,2,-1.0,1,משפחתיים
1090,67995040.0,ב.מ.וו,X5,255000.0,1997.0,2017,2,38000,3,11/2023,0.0,9.0,0,0.0,0,19,רמת השרון,264300.0,-1.0,9,57,-1.0,1,ג'יפים
1091,72339465.0,טויוטה,לנד קרוזר ארוך,188000.0,2982.0,2012,2,349000,6,01/2024,0.0,0.0,0,0.0,0,19,פרדסיה,201700.0,-1.0,0,12,-1.0,1,ג'יפים
1092,43895059.0,ניסאן,אקס טרייל,127000.0,1332.0,2020,2,50000,7,03/2024,0.0,1.0,0,0.0,0,19,רמת השרון,129800.0,-1.0,5,8,-1.0,1,מיניוואנים
1093,43265026.0,מיצובישי,אאוטלנדר PHEV,139000.0,2360.0,2020,1,98000,3,01/2024,0.0,1.0,3,0.0,0,19,כפר סבא,155500.0,152000.0,4,67,154000.0,0,ג'יפים
1094,42315185.0,ניסאן,אקס טרייל,97000.0,1598.0,2018,1,109000,6,02/2024,0.0,1.0,3,0.0,0,19,רעננה,111300.0,78500.0,5,8,79990.0,0,מיניוואנים
1095,84159200.0,קאדילק,XT5,191000.0,3649.0,2019,2,91000,7,04/2024,0.0,0.0,3,0.0,0,19,הרצליה,203600.0,182000.0,31,84,185900.0,0,ג'יפים
1096,45935257.0,מיצובישי,אאוטלנדר,137000.0,1998.0,2020,2,76000,7,07/2023,0.0,0.0,2,0.0,0,19,כפר סבא,136800.0,87000.0,4,0,144000.0,0,ג'יפים
1097,81588017.0,אם. ג'י. / MG,EHS PHEV,175000.0,1490.0,2023,1,3100,3,01/2024,0.0,0.0,1,0.0,0,19,נתניה,-1.0,-1.0,28,71,-1.0,1,משפחתיים
1099,52385956.0,מאזדה,CX-5,125000.0,1998.0,2018,1,88000,7,01/2024,0.0,0.0,9,0.0,0,19,קלנסווה,113300.0,125000.0,6,7,132000.0,0,ג'יפים
1100,84214609.0,פורד,טרנזיט קוסטום,200000.0,1995.0,2021,1,5000,6,01/2024,0.0,0.0,3,0.0,0,19,כפר יונה,203400.0,200000.0,11,157,200000.0,0,מסחריים
1102,59472114.0,טויוטה,היילקס 4X4,48000.0,2494.0,2004,3,205000,6,03/2024,0.0,0.0,0,1.0,0,19,כפר סבא,43000.0,45000.0,0,119,45000.0,0,טנדרים
1103,81923169.0,סיטרואן,ברלינגו דור 2 (2008-2019),48000.0,1560.0,2016,3,1200989,6,08/2023,0.0,0.0,0,1.0,0,19,נתניה,41900.0,-1.0,20,59,-1.0,1,מסחריים
1104,95177884.0,מרצדס,ספרינטר 313/316,95000.0,2143.0,2013,1,125000,5,05/2024,0.0,0.0,4,0.0,0,19,כפר סבא,-1.0,95000.0,7,302,95000.0,0,מסחריים
1105,81348953.0,מיצובישי,טרייטון / L200 2X4,122000.0,2442.0,2018,2,151000,6,03/2024,0.0,1.0,0,0.0,0,19,כפר סבא,118400.0,122000.0,4,392,127900.0,0,טנדרים
1106,64707264.0,פיאט,דוקאטו ארוך,134000.0,2287.0,2018,1,170000,6,12/2023,0.0,1.0,0,1.0,0,19,הרצליה,-1.0,-1.0,23,146,-1.0,1,מסחריים
1107,75235626.0,פורד,F-250,173000.0,6700.0,2020,1,137000,6,08/2023,0.0,1.0,2,0.0,0,19,קרית חינוך בן גוריון עמק חפר,-1.0,-1.0,11,391,-1.0,1,טנדרים
1108,81389519.0,טסלה,מודל 3,235000.0,0.0,2021,1,14000,2,06/2023,0.0,1.0,2,0.0,0,19,הרצליה,254000.0,200000.0,21,13,-1.0,1,מנהלים
1109,72540036.0,ב.מ.וו,סדרה 5,68000.0,2996.0,2009,6,240000,7,11/2023,0.0,0.0,1,0.0,0,19,קדימה צורן,56900.0,68000.0,9,29,68000.0,0,יוקרה
1110,58393761.0,שברולט,קרוז,24000.0,1362.0,2014,1,226000,7,09/2023,0.0,0.0,0,0.0,0,19,חיבת ציון,23600.0,-1.0,8,151,-1.0,1,משפחתיים
1111,61247243.0,טויוטה,קורולה הייבריד,136000.0,1798.0,2021,1,40000,7,01/2024,0.0,0.0,6,0.0,0,19,כוכב יאיר / צור יגאל,137200.0,118000.0,0,23,125000.0,0,משפחתיים
1112,56261774.0,טסלה,מודל 3,192000.0,0.0,2021,2,35000,2,06/2023,0.0,0.0,0,0.0,0,19,כפר סבא,236600.0,212000.0,21,13,235000.0,0,מנהלים
1113,71419946.0,רנו,קליאו דור 4 (2013-2019),18500.0,1149.0,2014,4,124000,7,01/2024,0.0,0.0,5,1.0,0,19,בית יהושע,19300.0,18500.0,19,105,18500.0,0,קטנים
1115,58678987.0,טסלה,מודל 3,221000.0,0.0,2021,1,41000,2,10/2024,0.0,0.0,0,0.0,0,19,נתניה,254000.0,234000.0,21,13,175000.0,0,מנהלים
1118,88186391.0,טויוטה,יאריס הייבריד,50000.0,1497.0,2013,2,137500,7,12/2023,0.0,0.0,2,0.0,0,19,כפר סבא,47800.0,38900.0,0,103,-1.0,1,קטנים
1120,98062268.0,פולקסווגן,גולף,65000.0,1395.0,2016,2,147341,7,05/2023,0.0,1.0,0,0.0,0,19,הוד השרון,65700.0,66000.0,13,54,73000.0,0,ספורט
1121,81207733.0,קיה,נירו הייבריד,97000.0,1580.0,2019,1,125000,7,04/2024,0.0,1.0,5,0.0,0,19,מתן,106500.0,112500.0,2,25,-1.0,1,משפחתיים
1122,92575459.0,שברולט,אקווינוקס,97000.0,1490.0,2018,2,69000,7,05/2023,0.0,0.0,4,0.0,0,19,קדימה צורן,104000.0,-1.0,8,108,-1.0,1,ג'יפים
1123,64673058.0,פולקסווגן,פאסאט CC,72000.0,1798.0,2014,3,152000,7,02/2024,0.0,0.0,0,0.0,0,19,הוד השרון,56000.0,72000.0,13,250,-1.0,1,מנהלים
1124,52405115.0,סקודה,פאביה,24500.0,1390.0,2013,3,146000,7,04/2024,0.0,0.0,4,1.0,0,19,כפר סבא,23000.0,-1.0,3,60,-1.0,1,קטנים
1125,82945519.0,שברולט,אורלנדו,23000.0,1362.0,2014,3,190000,7,11/2023,0.0,0.0,2,0.0,0,19,נתניה,40400.0,32000.0,8,216,-1.0,1,מיניוואנים
1127,74395230.0,סובארו,XV,65000.0,1995.0,2015,2,150000,7,06/2023,0.0,0.0,4,0.0,0,19,רעננה,67400.0,99000.0,18,31,50000.0,0,ג'יפים
1128,66866573.0,סקודה,סיטיגו / Citigo,22000.0,999.0,2016,2,111000,7,04/2023,0.0,0.0,1,1.0,0,19,אבן יהודה,22100.0,-1.0,3,294,-1.0,1,קטנים
1131,74043889.0,מיני,רודסטר,72000.0,1598.0,2014,7,195000,7,07/2023,0.0,0.0,2,0.0,0,19,הוד השרון,64800.0,-1.0,35,390,-1.0,0,ספורט
1132,57994472.0,טסלה,מודל 3,209000.0,0.0,2022,1,18000,2,07/2023,0.0,0.0,1,0.0,0,19,רמת השרון,8000.0,-1.0,21,13,-1.0,1,מנהלים
1133,46064453.0,יונדאי,i10,70000.0,1197.0,2021,2,7500,7,03/2024,0.0,0.0,3,0.0,0,19,נתניה,72300.0,70000.0,1,17,75000.0,0,קטנים
1134,84286139.0,אלפא רומיאו,ג'וליה,275000.0,1995.0,2022,1,15000,7,01/2024,0.0,9.0,1,0.0,0,19,נתניה,262200.0,265000.0,26,111,275000.0,0,יוקרה
1135,42150278.0,אלפא רומיאו,ג'וליה,122000.0,1995.0,2018,2,125000,7,01/2024,0.0,0.0,2,0.0,0,19,פרדסיה,143400.0,159000.0,26,111,130000.0,0,יוקרה
1136,91337470.0,ג'ילי - Geely,Geometry C,140000.0,0.0,2022,1,8000,2,05/2023,0.0,0.0,0,0.0,0,19,כפר סבא,-1.0,148000.0,43,215,155000.0,0,משפחתיים
1137,78837276.0,טויוטה,C-HR,123500.0,1798.0,2019,1,88000,7,10/2023,0.0,0.0,6,0.0,0,19,הרצליה,124800.0,123000.0,0,20,100000.0,0,משפחתיים
1138,59717070.0,פורד,מוסטנג,242000.0,2261.0,2021,1,6300,7,01/2024,0.0,0.0,0,0.0,0,19,נתניה,203000.0,265000.0,11,117,265000.0,0,ספורט
1139,49251114.0,אלפא רומיאו,ג'ולייטה,85000.0,1368.0,2018,1,45000,7,02/2024,0.0,0.0,0,3.0,0,19,נתניה,80200.0,-1.0,26,298,-1.0,1,משפחתיים
1140,89234296.0,קיה,פיקנטו,51000.0,1248.0,2017,2,79600,7,01/2024,0.0,0.0,1,0.0,0,19,רמת השרון,51700.0,53000.0,2,5,47000.0,0,קטנים
1141,59722740.0,פולקסווגן,פולו GTI,142000.0,1984.0,2020,2,51000,7,12/2024,0.0,0.0,5,0.0,0,19,הרצליה,149800.0,139900.0,13,213,139900.0,0,ספורט
1142,62031399.0,הונדה,סיוויק סדאן החדשה,77000.0,1597.0,2018,2,50000,7,11/2023,0.0,0.0,4,0.0,0,19,אבן יהודה,78100.0,26500.0,17,41,70000.0,0,משפחתיים
1143,94107130.0,אאודי,A1,135000.0,999.0,2019,1,46000,7,06/2023,0.0,0.0,1,0.0,0,19,כפר סבא,118800.0,99999.0,10,120,119000.0,0,קטנים
1144,46645924.0,מרצדס,EQA,330000.0,0.0,2022,1,19000,2,06/2024,0.0,0.0,0,0.0,0,19,רמת השרון,284500.0,330000.0,7,212,-1.0,1,יוקרה
1145,88296104.0,פיאט,500,25500.0,1242.0,2015,4,54000,7,07/2023,0.0,0.0,0,3.0,0,19,כפר סבא,26500.0,34900.0,23,61,-1.0,1,ספורט
1146,74691332.0,אלפא רומיאו,ג'וליה,244500.0,1995.0,2022,1,10030,7,07/2023,0.0,0.0,1,0.0,0,19,בצרה,242400.0,275000.0,26,111,244500.0,0,יוקרה
1147,87524205.0,סיטרואן,C4 קקטוס,72500.0,1199.0,2019,1,73000,7,11/2023,0.0,0.0,4,0.0,0,19,ניצני עוז,61300.0,72500.0,20,296,62900.0,0,משפחתיים
1148,76565319.0,ב.מ.וו,סדרה 6,189999.0,2979.0,2014,1,136000,7,07/2023,0.0,0.0,1,0.0,0,19,כפר סבא,163300.0,-1.0,9,407,-1.0,1,ספורט
1149,86502569.0,ב.מ.וו,סדרה 5,248000.0,1998.0,2019,1,50000,3,08/2023,0.0,0.0,0,0.0,0,19,הרצליה,229300.0,250000.0,9,29,215000.0,0,יוקרה
1150,94642811.0,רנו,קפצ'ור,73000.0,1461.0,2019,1,111000,6,01/2024,0.0,0.0,0,0.0,0,19,נתניה,66300.0,70000.0,19,211,-1.0,1,משפחתיים
1151,78496327.0,רנו,קליאו דור 5 (2019 ואילך),70000.0,999.0,2020,2,66000,7,07/2023,0.0,0.0,0,0.0,0,19,רמת השרון,75500.0,82000.0,19,109,86000.0,0,קטנים
1152,86020924.0,סיטרואן,C4,30000.0,1199.0,2016,3,131500,7,01/2024,0.0,0.0,12,0.0,0,19,נתניה,33200.0,-1.0,20,163,-1.0,1,משפחתיים
1153,84936834.0,טויוטה,אייגו (AYGO),67000.0,998.0,2021,1,16154,7,02/2024,0.0,0.0,3,0.0,0,19,בית יצחק שער חפר,55400.0,65000.0,0,408,-1.0,1,קטנים
1156,83509943.0,טסלה,מודל 3,163500.0,0.0,2021,1,50000,2,08/2024,0.0,0.0,0,0.0,0,19,רעננה,217100.0,-1.0,21,13,-1.0,1,מנהלים
1157,84960829.0,שברולט,ספארק,43000.0,1399.0,2016,3,80000,7,05/2023,0.0,0.0,1,0.0,0,19,נתניה,47700.0,46500.0,8,19,18000.0,0,קטנים
1158,74413572.0,פיג'ו,208,65000.0,1199.0,2019,2,61000,7,04/2024,0.0,0.0,0,0.0,0,19,הוד השרון,66500.0,65000.0,14,74,50000.0,0,קטנים
1159,86088884.0,פיג'ו,208,32000.0,1199.0,2016,2,93920,7,05/2024,0.0,2.0,0,0.0,0,19,נתניה,38000.0,34900.0,14,74,31900.0,0,קטנים
1160,87398806.0,מרצדס,A-Class,330000.0,1991.0,2020,1,24000,7,09/2023,0.0,2.0,4,0.0,0,19,הרצליה,319800.0,318000.0,7,107,194900.0,0,יוקרה
1161,74732217.0,וולוו,S60,205000.0,1969.0,2019,1,72000,3,10/2023,0.0,2.0,0,0.0,0,19,רעננה,188600.0,32000.0,22,247,99000.0,0,מנהלים
1162,98942872.0,קיה,פיקנטו,69000.0,1248.0,2019,1,71800,7,01/2024,0.0,2.0,0,0.0,0,19,נתניה,70000.0,-1.0,2,5,-1.0,1,קטנים
1164,53238162.0,פולקסווגן,פאסאט,65000.0,1798.0,2016,2,195000,7,04/2024,0.0,1.0,1,0.0,0,19,נתניה,69700.0,52000.0,13,93,59900.0,0,מנהלים
1165,56471084.0,סיטרואן,C4 פיקאסו,36500.0,1598.0,2016,2,229570,7,05/2023,0.0,1.0,6,0.0,0,19,בורגתה,42100.0,39000.0,20,96,43900.0,0,מיניוואנים
1166,52404881.0,מרצדס,E-Class,280000.0,1991.0,2018,1,90000,3,05/2023,6.0,1.0,3,0.0,0,19,זמר,285400.0,290000.0,7,55,-1.0,1,יוקרה
1167,92759354.0,מרצדס,CLA,135000.0,1595.0,2017,1,98000,7,02/2024,0.0,1.0,6,0.0,0,19,הוד השרון,138500.0,-1.0,7,68,-1.0,1,ספורט
1168,65770111.0,טויוטה,קאמרי,132000.0,2487.0,2019,1,99000,7,02/2024,0.0,1.0,3,0.0,0,19,משמרת,130800.0,-1.0,0,52,-1.0,1,מנהלים
1170,99683102.0,קיה,פיקנטו,72000.0,1248.0,2019,1,17000,7,04/2023,0.0,9.0,0,0.0,0,19,הרצליה,70000.0,-1.0,2,5,-1.0,1,קטנים
1171,47932914.0,שברולט,אורלנדו,44000.0,1362.0,2016,2,124000,7,06/2024,0.0,2.0,3,0.0,0,19,נתניה,44400.0,43900.0,8,216,39900.0,0,מיניוואנים
1172,78672619.0,הונדה,אקורד,50000.0,3500.0,2009,3,235000,7,07/2023,0.0,0.0,0,0.0,0,19,הרצליה,-1.0,27000.0,17,190,50000.0,0,ספורט
1173,93691896.0,סיאט,אלתיאה XL,24000.0,1798.0,2011,1,146400,7,01/2024,0.0,0.0,3,0.0,0,19,הרצליה,-1.0,24000.0,15,409,-1.0,1,משפחתיים
1175,85959371.0,פורד,S-מקס,29500.0,1999.0,2014,3,175000,7,09/2023,0.0,0.0,1,0.0,0,19,כפר סבא,29300.0,27900.0,11,210,-1.0,1,מיניוואנים
1176,69015351.0,טויוטה,C-HR,106000.0,1798.0,2018,2,70000,7,07/2023,0.0,1.0,0,0.0,0,19,נתניה,110300.0,118000.0,0,20,105000.0,0,משפחתיים
1177,92874044.0,סקודה,סופרב (עד 2019),99990.0,1798.0,2017,2,120000,7,06/2023,0.0,0.0,2,0.0,0,19,כוכב יאיר / צור יגאל,104300.0,-1.0,3,27,-1.0,1,מנהלים
1178,45440476.0,טויוטה,פריוס,72000.0,1798.0,2016,2,130000,7,05/2023,0.0,0.0,2,0.0,0,19,כוכב יאיר / צור יגאל,78900.0,72000.0,0,43,72000.0,0,משפחתיים
1179,86512260.0,פיג'ו,3008,145000.0,1199.0,2021,1,28000,7,05/2024,0.0,0.0,2,0.0,0,19,נתניה,141000.0,117000.0,14,14,-1.0,1,יוקרה
1180,77147353.0,פולקסווגן,גולף GTI,175000.0,1984.0,2019,1,43000,7,03/2024,0.0,0.0,5,0.0,0,19,כפר סבא,175200.0,-1.0,13,319,-1.0,1,ספורט
1181,95443224.0,הונדה,סיוויק סדאן החדשה,185000.0,1498.0,2022,1,24000,7,05/2024,0.0,0.0,2,0.0,0,19,נתניה,183500.0,22000.0,17,41,178000.0,0,משפחתיים
1182,83090911.0,פיג'ו,208,43900.0,1199.0,2017,2,98000,7,11/2023,0.0,0.0,2,0.0,0,19,יד חנה,42200.0,-1.0,14,74,-1.0,1,קטנים
1183,64386792.0,רנו,מגאן גראנד קופה,93000.0,1461.0,2021,1,58000,6,01/2024,0.0,0.0,2,0.0,0,19,רעננה,104600.0,108000.0,19,38,89000.0,0,משפחתיים
1184,91111382.0,ניסאן,מיקרה,47000.0,1198.0,2019,1,69000,7,01/2024,0.0,0.0,0,1.0,0,19,כפר יונה,33200.0,-1.0,5,34,-1.0,1,ספורט
1185,85906117.0,דאצ'יה,סנדרו,39000.0,898.0,2017,1,100000,7,04/2024,0.0,0.0,4,0.0,0,19,הוד השרון,38000.0,32500.0,29,188,32500.0,0,קטנים
1186,76345819.0,ב.מ.וו,סדרה 5,130000.0,2979.0,2015,5,150000,7,03/2024,0.0,0.0,2,0.0,0,19,כפר סבא,145800.0,130000.0,9,29,159000.0,0,יוקרה
1187,96472012.0,קיה,נירו הייבריד,81000.0,1580.0,2018,2,140000,7,08/2023,0.0,1.0,0,0.0,0,19,גבעת חיים מאוחד,98800.0,85000.0,2,25,92480.0,0,משפחתיים
1191,42945968.0,פולקסווגן,פולו GTI,52000.0,1390.0,2012,2,124000,7,05/2024,0.0,0.0,0,0.0,0,19,מכמורת,55000.0,-1.0,13,213,-1.0,1,ספורט
1192,68971849.0,סוזוקי,אלטו,18000.0,996.0,2015,3,115000,7,06/2023,0.0,0.0,2,1.0,0,19,רמת השרון,18700.0,21500.0,12,82,26000.0,0,קטנים
1194,81422317.0,פורד,מוסטנג,280000.0,2253.0,2022,1,8000,7,01/2024,0.0,0.0,2,0.0,0,19,רמת השרון,255800.0,-1.0,11,117,-1.0,1,ספורט
1195,95419847.0,קיה,פיקנטו,43000.0,1248.0,2016,1,84500,7,02/2024,0.0,0.0,9,0.0,0,19,קלנסווה,41000.0,-1.0,2,5,-1.0,1,קטנים
1196,87430297.0,ב.מ.וו,סדרה 1,68000.0,1598.0,2015,2,120000,7,09/2023,0.0,0.0,0,0.0,0,19,הרצליה,70100.0,68000.0,9,72,65000.0,0,ספורט
1198,84460124.0,מרצדס,CLA,330000.0,1332.0,2021,1,30000,3,06/2023,0.0,0.0,2,0.0,0,19,נתניה,231700.0,255000.0,7,68,309000.0,0,ספורט
1199,84134116.0,פולקסווגן,שירוקו,50000.0,1390.0,2013,2,126000,7,05/2024,0.0,0.0,0,0.0,0,19,הוד השרון,-1.0,-1.0,13,195,-1.0,1,ספורט
1200,99465164.0,מאזדה,3,76000.0,1998.0,2016,2,45000,7,10/2023,0.0,0.0,3,0.0,0,19,רעננה,68600.0,76000.0,6,11,-1.0,1,משפחתיים
1201,71149976.0,מרצדס,CLA,115000.0,1595.0,2016,3,75000,7,06/2023,0.0,0.0,11,0.0,0,19,הוד השרון,119500.0,115000.0,7,68,130000.0,0,ספורט
1202,81479878.0,מרצדס,C-Class קופה / קבריולט,395000.0,2996.0,2018,3,79000,7,10/2023,0.0,0.0,3,0.0,0,19,טירה,350800.0,395000.0,7,95,395000.0,0,ספורט
1203,81872825.0,סיאט,איביזה,42000.0,1197.0,2014,3,154000,7,03/2024,0.0,0.0,1,0.0,0,19,הרצליה,41100.0,25000.0,15,15,28200.0,0,ספורט
1204,98585187.0,מאזדה,3,78000.0,1998.0,2018,5,74000,7,03/2024,0.0,0.0,0,0.0,0,19,הוד השרון,90400.0,86000.0,6,11,82000.0,0,משפחתיים
1205,78585692.0,פיג'ו,208,45200.0,1199.0,2017,2,32300,7,12/2023,0.0,0.0,6,0.0,0,19,הרצליה,40600.0,41000.0,14,74,41000.0,0,קטנים
1206,55295771.0,טויוטה,קורולה,64900.0,1598.0,2014,2,87000,7,01/2024,0.0,0.0,0,0.0,0,19,הוד השרון,59500.0,47000.0,0,6,55000.0,0,משפחתיים
1207,64944804.0,ניסאן,ג'וק / Juke,30000.0,1598.0,2011,2,166000,7,08/2023,0.0,0.0,0,0.0,0,19,בית יהושע,31100.0,32000.0,5,139,25900.0,0,משפחתיים
1208,61513800.0,פיג'ו,3008,114900.0,1199.0,2020,2,30000,7,08/2023,0.0,1.0,2,0.0,0,19,רעננה,111200.0,112900.0,14,14,133000.0,0,יוקרה
1209,56990626.0,יונדאי,סונטה הייבריד,99600.0,1999.0,2018,1,92000,7,07/2023,0.0,1.0,0,0.0,0,19,כפר יונה,97700.0,99600.0,1,37,74900.0,0,מנהלים
1210,74653302.0,ב.מ.וו,סדרה 7,375000.0,1998.0,2019,1,57500,3,05/2024,0.0,1.0,0,0.0,0,19,קדימה צורן,406200.0,391000.0,9,322,-1.0,1,יוקרה
1211,67049207.0,ניסאן,ג'וק / Juke,95000.0,999.0,2020,1,40000,7,07/2023,0.0,1.0,1,0.0,0,19,טייבה,103200.0,97900.0,5,139,97900.0,0,משפחתיים
1212,99850263.0,הונדה,סיוויק Type-R,169000.0,1996.0,2017,2,64741,7,05/2023,0.0,3.0,4,1.0,0,19,שדה ורבורג,143500.0,169000.0,17,411,-1.0,1,ספורט
1213,45452463.0,סובארו,B4,43000.0,2498.0,2016,2,144000,7,03/2024,0.0,2.0,1,0.0,0,19,כפר סבא,53000.0,58900.0,18,244,42900.0,0,משפחתיים
1214,45928500.0,טויוטה,קורולה,78000.0,1598.0,2016,3,61000,7,05/2023,0.0,0.0,0,0.0,0,19,הרצליה,71800.0,-1.0,0,6,-1.0,1,משפחתיים
1215,55773400.0,מרצדס,E-Class קופה / קבריולט,370000.0,1991.0,2018,1,46000,7,01/2024,0.0,0.0,21,0.0,0,19,רעננה,294700.0,309000.0,7,191,314000.0,0,ספורט
1217,82234087.0,יונדאי,i25,20000.0,1396.0,2012,2,210000,7,06/2023,0.0,1.0,1,0.0,0,19,אבן יהודה,28100.0,-1.0,1,42,-1.0,1,משפחתיים
1218,95150972.0,שברולט,אקווינוקס,145000.0,1490.0,2020,1,49000,7,08/2023,0.0,1.0,1,0.0,0,19,מתן,134700.0,98800.0,8,108,115800.0,0,ג'יפים
1219,73671296.0,ניסאן,מיקרה,55000.0,1198.0,2018,2,26000,7,01/2024,0.0,0.0,12,0.0,0,19,נתניה,39500.0,-1.0,5,34,-1.0,1,ספורט
1220,44648321.0,פולקסווגן,פאסאט,35000.0,1798.0,2012,1,165000,7,03/2024,0.0,0.0,4,0.0,0,19,קדימה צורן,32900.0,35000.0,13,93,-1.0,1,מנהלים
1221,84976673.0,מיני,JCW,285000.0,1998.0,2023,1,1800,7,01/2026,0.0,0.0,4,0.0,0,19,הרצליה,304000.0,285000.0,35,206,285000.0,0,ספורט
1222,97592599.0,סיאט,איביזה,17900.0,1598.0,2010,2,260000,7,02/2024,0.0,0.0,5,0.0,0,19,נתניה,25700.0,16900.0,15,15,26000.0,0,ספורט
1223,69881737.0,יונדאי,איוניק,89000.0,1580.0,2018,1,134000,7,02/2024,0.0,0.0,0,0.0,0,19,קדימה צורן,94200.0,89000.0,1,24,76000.0,0,משפחתיים
1224,45023069.0,טויוטה,אוריס הייבריד,70000.0,1798.0,2016,1,135000,7,11/2023,0.0,9.0,0,0.0,0,19,הוד השרון,63300.0,-1.0,0,58,-1.0,1,משפחתיים
1225,96621102.0,אאודי,A3,152425.0,1395.0,2018,1,155000,3,07/2023,0.0,9.0,1,0.0,0,19,הרצליה,137500.0,-1.0,10,35,-1.0,0,ספורט
1226,82174379.0,ב.מ.וו,סדרה 3,315000.0,1998.0,2022,1,9000,3,04/2023,0.0,9.0,0,0.0,0,19,הרצליה,282200.0,315000.0,9,53,-1.0,1,יוקרה
1227,88900311.0,אלפא רומיאו,159,85000.0,3195.0,2011,4,147000,7,04/2023,0.0,0.0,0,0.0,0,19,הוד השרון,46300.0,85000.0,26,205,85000.0,0,ספורט
1228,55301129.0,סקודה,אוקטביה,105000.0,1798.0,2018,2,93000,7,07/2023,0.0,0.0,1,0.0,0,19,כפר סבא,-1.0,57000.0,3,10,89900.0,0,משפחתיים
1229,55531747.0,סיאט,לאון,92000.0,1395.0,2018,1,67000,7,07/2023,0.0,0.0,4,1.0,0,19,רמת השרון,87500.0,-1.0,15,26,-1.0,1,ספורט
1230,41903203.0,שברולט,סוניק,29500.0,1398.0,2015,2,68500,7,01/2024,0.0,0.0,4,0.0,0,19,אבן יהודה,-1.0,-1.0,8,118,-1.0,1,קטנים
1231,48960319.0,מאזדה,3,12000.0,1598.0,2005,3,180000,7,05/2024,0.0,0.0,4,0.0,0,19,נתניה,9900.0,18500.0,6,11,18500.0,0,משפחתיים
1232,66179764.0,ב.מ.וו,סדרה 1,95000.0,1499.0,2018,4,95000,7,01/2024,0.0,0.0,1,0.0,0,19,כפר סבא,99700.0,109900.0,9,72,100000.0,0,ספורט
1233,59114910.0,וולוו,S90,298000.0,1969.0,2019,1,45000,3,04/2023,0.0,0.0,0,0.0,0,19,הרצליה,218300.0,149000.0,22,183,298000.0,0,יוקרה
1234,42571554.0,אופל,אסטרה,27000.0,1364.0,2015,2,175000,7,04/2023,0.0,0.0,0,0.0,0,19,הרצליה,25800.0,29900.0,24,86,22000.0,0,משפחתיים
1235,65989452.0,פיג'ו,3008,125000.0,1598.0,2019,1,67500,7,01/2024,0.0,0.0,0,0.0,0,19,בית יהושע,130900.0,125000.0,14,14,113000.0,0,יוקרה
1236,49819397.0,שברולט,סוניק,19000.0,1398.0,2012,2,97000,7,08/2023,0.0,0.0,0,0.0,0,19,גאולי תימן,-1.0,-1.0,8,118,-1.0,1,קטנים
1237,75723231.0,רנו,קפצ'ור,48500.0,1197.0,2016,3,54000,7,08/2023,0.0,0.0,14,0.0,0,19,הוד השרון,44600.0,41900.0,19,211,-1.0,1,משפחתיים
1238,81168522.0,יונדאי,i10,49900.0,998.0,2017,2,54000,7,12/2023,0.0,2.0,0,0.0,0,19,תל מונד,42700.0,54500.0,1,17,54000.0,0,קטנים
1239,68632602.0,טויוטה,ורסו,90000.0,1798.0,2018,2,155000,7,01/2024,0.0,1.0,0,0.0,0,19,הוד השרון,82300.0,-1.0,0,149,-1.0,1,מיניוואנים
1240,48255957.0,ב.מ.וו,סדרה 5,179000.0,2979.0,2016,1,138000,7,12/2023,0.0,1.0,2,0.0,0,19,אבן יהודה,161600.0,179000.0,9,29,-1.0,1,יוקרה
1241,96085500.0,סקודה,אוקטביה,38000.0,1395.0,2013,5,225000,7,09/2023,0.0,2.0,7,0.0,0,19,טייבה,-1.0,183200.0,3,10,38000.0,0,משפחתיים
1243,74030228.0,ב.מ.וו,סדרה 2,205000.0,2979.0,2015,1,145000,7,05/2023,0.0,0.0,2,0.0,0,19,הרצליה,186800.0,205000.0,9,325,205000.0,0,ספורט
1245,72110978.0,מרצדס,C-Class,170000.0,1595.0,2019,2,81000,7,06/2023,0.0,3.0,0,0.0,0,19,הוד השרון,186800.0,-1.0,7,253,-1.0,1,ספורט
