,ad_num,company,model,price,engine,year,hand,km,eng_kind,test,current_owner,prev_owner,צבע,gearbox,trader,area,sub_area
1744,79015017,טויוטה,קורולה,130000.0,1798.0,2021,1,41020,7,05/2023,0,0,אפור,0,0,101,בית שאן
1745,45183418,אאודי,A4,335000.0,1984.0,2023,1,1850,7,01/2024,0,0,אפור,0,0,101,דחי
1746,45183418,אאודי,A4,335000.0,1984.0,2023,1,1850,7,01/2024,0,,,0,0,101,דחי
1747,79798813,פיג'ו,3008,97000.0,1560.0,2018,1,88000,6,02/2024,0,,לבן,0,0,101,דאלית אל כרמל
1748,75265943,ב.מ.וו,סדרה,169900.0,1998.0,2018,2,90000,3,03/2024,0,0.0,לבן,0,0,101,עפולה
1749,48498153,מרצדס,A-Class,180000.0,1991.0,2015,3,79000,7,08/2023,0,0.0,לבן,0,0,101,חדרה
1750,41759012,סוזוקי,SX4,44000.0,1586.0,2014,1,189000,7,06/2023,0,0.0,ירוק,0,0,101,רמת ישי
1751,95667872,שברולט,אקווינוקס,104000.0,1490.0,2018,2,80032,7,06/2023,0,1.0,ירוק,0,0,101,קרית טבעון
1752,99770434,אלפא,רומיאו,160000.0,1995.0,2017,2,57000,7,04/2024,0,0.0,כחול,0,0,101,עתלית
1753,79452672,מאזדה,5,29000.0,1999.0,2008,4,270000,7,05/2023,0,0.0,ירוק,0,0,101,חריש
1754,51976363,אופל,אינסיגניה,95000.0,1998.0,2018,1,69000,7,04/2024,0,0.0,כחול,0,0,101,חדרה
1755,42051949,פורד,פוקוס,18000.0,1596.0,2013,2,161000,7,07/2023,0,2.0,אפור,0,0,101,רמת ישי
1756,78199240,לקסוס,CT200H,115000.0,1798.0,2018,3,88000,7,05/2023,0,0.0,שחור,0,0,101,בנימינה גבעת עדה
1757,72216493,יונדאי,איוניק,85000.0,1580.0,2019,2,120000,7,05/2024,0,1.0,לבן,0,0,101,חדרה
1758,66866512,טויוטה,C-HR,89000.0,1197.0,2017,1,110000,7,02/2024,0,1.0,לבן,0,0,101,מאור
1759,57365885,פיג'ו,3008,79000.0,1560.0,2017,1,194000,6,05/2023,0,1.0,לבן,0,0,101,עתלית
1760,54285821,פורשה,718,545000.0,1988.0,2021,1,15000,7,04/2023,0,1.0,לבן,0,0,101,קיסריה
1761,43558948,אופל,אינסיגניה,16000.0,1956.0,2012,4,259573,6,09/2023,0,4.0,לבן,0,0,101,קרית טבעון
1762,94931113,ג'י.איי.סי/,GAC,116000.0,,2021,1,46200,2,03/2025,0,4.0,שחור,0,0,101,אור עקיבא
1763,82277401,ב.מ.וו,סדרה,,1998.0,2017,4,93500,7,02/2024,0,0.0,לבן,0,0,101,באקה אל ע'רביה
1764,82277401,ב.מ.וו,סדרה,,1998,2017,4,93500,7,02/2024,0,0,לבן,0.0,0,101,באקה אל ע'רביה
1765,94938870,סקודה,סופרב,96000.0,1395,2018,2,126000,7,07/2023,0,0,שחור,0.0,0,101,חדרה
1766,66628967,פולקסווגן,ג'טה,40000.0,1197,2016,2,150000,7,09/2023,0,2,לבן,0.0,0,101,עפולה
1767,78657171,פיג'ו,207,13500.0,1598,2010,3,138800,7,08/2023,0,0,כחול,0.0,0,101,חריש
1768,69722644,טויוטה,אוריס,31100.0,1598,2011,3,194000,7,01/2024,0,0,שחור,0.0,0,101,פרדס חנה כרכור
1769,64527543,שברולט,מאליבו,45000.0,1490,2016,3,80000,7,06/2023,0,0,כסף,0.0,0,101,עפולה
1770,97286353,פיג'ו,3008,109900.0,1598,2018,2,85000,7,04/2023,0,0,כסוף,0.0,0,101,עפולה
1771,91621380,סקודה,סיטיגו,15000.0,999,2012,2,145000,7,11/2023,0,0,כחול,0.0,0,101,עופר
1772,64602025,אאודי,A4,179000.0,1984,2019,2,64000,7,07/2023,0,0,שחור,0.0,0,101,עפולה
1773,44750340,סקודה,סופרב,80000.0,1798,2017,3,170000,7,01/2024,0,0,אפור,0.0,0,101,אום אל פחם
1774,42719294,מאזדה,3,73000.0,1998,2018,2,101000,7,03/2024,0,1,כחול,0.0,0,101,זכרון יעקב
1775,45319882,טויוטה,יאריס,,1298,2005,2,255000,7,04/2024,0,0,כחול,,0,101,יקנעם עילית
1776,62791776,סיאט,ארונה,122000.0,999,2021,1,16000,7,06/2024,0,0,לבן,0.0,0,101,עספיא
1777,47807764,יונדאי,i20,87000.0,998,2020,1,58000,7,03/2024,0,0,שחור,0.0,0,101,פרדס חנה כרכור
1778,51532470,פיג'ו,107,12100.0,998,2010,3,170627,7,02/2024,0,0,אפור,0.0,0,101,פרדס חנה כרכור
1779,43599993,הונדה,סיוויק,107000.0,1498,2020,1,95000,7,02/2024,0,0,לבן,0.0,0,101,פרדס חנה כרכור
1780,79986112,פולקסווגן,טוראן,17700.0,1390,2008,3,188000,7,10/2023,0,0,כסוף,0.0,0,101,חבר
1781,79356490,סיאט,לאון,,1395,2021,1,25000,3,12/2023,0,0,כחול,0.0,0,101,חריש
1782,91547042,סיאט,לאון,83000.0,1498.0,2019,2,90000,7,10/2023,0,0,שחור,0,0,101,עפולה
1783,46472970,יונדאי,i25,31500.0,1368.0,2014,2,230000,7,09/2023,0,1,ברונזה,0,0,101,חריש
1784,58018216,קיה,פיקנטו,34000.0,1248.0,2014,2,125000,7,05/2023,0,0,שחור,0,0,101,אור עקיבא
1785,71926746,סיאט,לאון,79000.0,1798.0,2015,3,111000,7,08/2023,0,0,כחול,0,0,101,עפולה
1786,64470881,אאודי,A3,129000.0,1498.0,2019,1,85000,7,05/2023,0,0,לבן,0,0,101,ג'ת
1787,47137688,פיאט,טיפו,27000.0,1598.0,2017,2,165000,7,02/2024,0,1,לבן,0,0,101,פרדס חנה כרכור
1788,54914961,טויוטה,קורולה,70000.0,1598.0,2017,1,195000,7,07/2023,0,1,אפור,0,0,101,כפר קרע
1789,87993093,סובארו,XV,90000.0,1995.0,2018,1,106000,7,05/2024,0,1,לבן,0,0,101,בית שאן
1790,84996325,קיה,פיקנטו,72000.0,1248.0,2019,1,48000,7,03/2024,0,1,לבן,0,0,101,עתלית
1791,94241280,מרצדס,CLS,170000.0,3498.0,2015,2,109000,7,01/2024,0,0,לבן,0,0,101,באקה אל ע'רביה
1792,45365052,ב.מ.וו,סדרה,,1499.0,2017,3,170000,7,06/2023,0,0,לבן,0,0,101,קיסריה
1793,96778419,פיג'ו,3008,85000.0,1499.0,2019,1,220000,6,04/2023,0,0,שחור,0,0,101,יפעת
1794,96497493,שברולט,ספארק,71000.0,1399.0,2019,1,65500,7,11/2024,0,0,לבן,0,0,101,עתלית
1795,92123075,סקודה,אוקטביה,59000.0,1197.0,2016,3,215000,7,05/2023,0,1,פלטינה,0,0,101,חדרה
1796,94432030,מרצדס,E-Class,,1991.0,2022,1,9000,3,04/2023,0,1,שחור,0,0,101,עספיא
1797,53245112,לקסוס,ES300H,205000.0,2487.0,2019,1,100000,7,02/2024,0,1,לבן,0,0,101,יקנעם
1798,84555709,טסלה,מודל,244000.0,,2022,1,23000,2,04/2023,0,1,אפור,0,0,101,קיסריה
1799,54851879,סיאט,ארונה,102000.0,999.0,2020,1,60000,7,08/2023,0,1,לבן,0,0,101,חדרה
1800,78693836,ב.מ.וו,סדרה,,1997.0,2017,1,100000,7,,0,,,0,0,101,חדרה
1801,55968837,פיג'ו,208,34000.0,1199.0,2015,3,77500,7,10/2023,0,0.0,אפור,0,0,101,קיסריה
1802,96196566,ב.מ.וו,סדרה,510000.0,2998.0,2022,1,13193,3,10/2023,0,0.0,לבן,0,0,101,קיסריה
1803,58916824,סקודה,אוקטביה,,1498.0,2020,2,90000,7,12/2023,0,0.0,כסוף,0,0,101,באקה אל ע'רביה
1804,43061687,מרצדס,E-Class,435000.0,1991.0,2020,1,46000,7,03/2024,0,0.0,שחור,0,0,101,קיסריה
1805,61533282,יונדאי,סונטה,71500.0,1999.0,2016,2,205000,7,09/2023,0,0.0,כסוף,0,0,101,מאור
1806,53115076,פולקסווגן,חיפושית,91000.0,1197.0,2017,2,64000,7,09/2023,0,0.0,לבן,0,0,101,פרדס חנה כרכור
1807,98781163,יונדאי,i20,20000.0,1396.0,2011,2,172000,7,11/2023,0,2.0,כחול,0,0,101,באקה אל ע'רביה
1808,44423095,הונדה,סיוויק,,1799.0,2011,2,200000,7,08/2023,0,0.0,לבן,0,0,101,קרית טבעון
1809,94951721,סקודה,אוקטביה,55000.0,1197.0,2014,6,166000,7,01/2024,0,0.0,אפור,0,0,101,בית שאן
1810,78981714,מאזדה,3,95000.0,1998.0,2019,2,80000,7,03/2024,0,1.0,שחור,0,0,101,קרית טבעון
1811,44810042,טויוטה,קורולה,79000.0,1598.0,2016,2,95000,7,01/2024,0,0.0,לבן,0,0,101,משמרות
1812,84623910,וולוו,V40,55000.0,1969.0,2016,1,215000,7,02/2024,3,0.0,שחור,0,0,101,אזור תעשייה אלון התבור
1813,82479341,סקודה,אוקטביה,51000.0,1197.0,2016,2,191000,7,01/2024,0,1.0,לבן,0,0,101,חדרה
1814,57302182,ב.מ.וו,סדרה,220000.0,2998.0,2016,5,90000,7,12/2023,0,0.0,לבן,0,0,101,עפולה
1815,95869020,פיאט,500,131000.0,,2022,1,27500,2,05/2024,0,0.0,תכלת,0,0,101,רמת השופט
1816,56176959,לקסוס,IS300h,105000.0,2494.0,2015,2,200000,7,12/2023,0,0.0,לבן,0,0,101,חריש
1817,75132172,מרצדס,EQA,297000.0,,2022,2,20000,2,01/2024,0,3.0,ברונזה,0,0,101,זכרון יעקב
1818,43179848,מאזדה,3,95000,1998,2017,2,100000,7,10/2023,0,0,לבן,0.0,0,101,פוריידיס
1819,98363957,ג'יפ,/,285000,1995,2022,1,7000,7,04/2024,0,0,לבן,0.0,0,101,קרית טבעון
1820,69623617,טויוטה,היילקס,37000,2494,2004,5,380000,6,06/2023,0,0,אפור,0.0,0,101,פרדס חנה כרכור
1821,99254630,פורד,גלאקסי,20000,1999,2012,6,226000,7,02/2024,0,0,כחול,0.0,0,101,רכסים
1822,69824857,סוזוקי,ויטרה,73000,1586,2017,2,164000,7,11/2023,0,0,שחור,0.0,0,101,פרדס חנה כרכור
1823,76149893,רנו,פלואנס,9000,1598,2010,5,160000,7,11/2023,0,0,חום,0.0,0,101,אור עקיבא
1824,48389571,קיה,פיקנטו,74000,1248,2021,2,45050,7,08/2023,0,3,שחור,0.0,0,101,חריש
1825,98138559,פיאט,500,18900,1242,2014,4,66000,7,09/2023,0,0,אפור,,0,101,אור עקיבא
1826,99426046,טויוטה,קורולה,70000,1598,2017,2,156000,7,02/2024,0,1,כסוף,0.0,0,101,חדרה
1827,83370684,יונדאי,סונטה,180000,1999,2022,1,18470,7,03/2023,2,1,אפור,0.0,0,101,פרדס חנה כרכור
1828,41667374,קיה,סיד,22000,1591,2011,2,167000,7,08/2023,0,0,בז',0.0,0,101,חריש
1829,74454090,סיטרואן,ג'אמפי,75000,1997,2017,1,320000,6,11/2023,3,0,לבן,0.0,0,101,פרדס חנה כרכור
1830,47002865,קיה,K2500,116000,2497,2020,1,74000,6,06/2023,0,0,לבן,,0,101,חדרה
1831,54482220,סיטרואן,C4,45000,1598,2016,2,178000,7,05/2023,0,1,אפור,0.0,0,101,עפולה
1832,56371166,קיה,פיקנטו,40000,1248,2015,3,113000,7,06/2023,0,0,לבן,0.0,0,101,אור עקיבא
1833,67068313,מאזדה,2,29500,1498,2013,3,117000,7,05/2023,0,1,שחור,0.0,0,101,חריש
1834,55333936,סוזוקי,איגניס,12500,1328,2005,2,138000,7,03/2024,0,0,כחול,0.0,0,101,פרדס חנה כרכור
1835,52151975,אופל,גרנדלנד,112000,1499,2021,1,50000,6,01/2024,0,0,לבן,0.0,0,101,יקנעם עילית
1836,52151975,אופל,גרנדלנד,112000.0,1499,2021,1,50000,6,01/2024,0,,לבן,0.0,0,101,יקנעם עילית
1837,95707924,ניסאן,אלמרה,2500.0,1769,2006,4,215000,7,07/2023,0,0.0,כסוף,0.0,0,101,קציר
1838,42885829,סיאט,לאון,,1395,2015,5,138700,7,04/2024,0,0.0,לבן,,0,101,אום אל פחם
1839,84966562,אאודי,A3,144999.0,1984,2019,1,59000,7,05/2023,0,0.0,שחור,0.0,0,101,עפולה
1840,98253279,ניסאן,אקס,136000.0,1598,2019,1,64000,6,04/2024,0,0.0,לבן,0.0,0,101,חדרה
1841,94890265,טויוטה,יאריס,32000.0,1329,2013,3,53000,7,04/2024,0,0.0,כסוף,0.0,0,101,חדרה
1842,96030633,אאודי,TT,260000.0,1984,2021,2,42000,7,08/2023,0,0.0,לבן,0.0,0,101,זכרון יעקב
1843,82413146,סובארו,אימפרזה,7000.0,1498,2007,4,255000,7,04/2023,0,0.0,כסוף,0.0,0,101,חדרה
1844,46903715,סוזוקי,בלנו,31409.0,1242,2017,1,159000,7,11/2023,0,0.0,לבן,,0,101,יקנעם עילית
1845,95574842,פולקסווגן,טיגואן,89000.0,1395,2017,2,120000,7,04/2024,0,0.0,ברונזה,0.0,0,101,כפר יחזקאל
1846,48008716,ניסאן,קשקאי,32000.0,1997,2011,3,225000,7,02/2024,0,0.0,שחור,0.0,0,101,זכרון יעקב
1847,73780962,קיה,ספורטז',77000.0,1591,2018,2,103000,7,08/2023,0,1.0,כסוף,0.0,0,101,בנימינה גבעת עדה
1848,59269552,סובארו,XV,48000.0,1600,2015,4,169000,7,02/2024,0,1.0,אפור,,0,101,אביטל
1849,97162206,מיצובישי,אאוטלנדר,52000.0,1998,2013,2,255000,7,07/2023,0,0.0,אפור,0.0,0,101,עפולה
1850,56535384,סיאט,איביזה,61000.0,999,2018,2,101000,7,07/2023,0,1.0,לבן,0.0,0,101,בית שאן
1851,45844956,ניסאן,אקס,98000.0,1598,2017,2,144000,6,12/2023,0,0.0,כתום,0.0,0,101,חדרה
1852,41364241,פורד,אדג',68000.0,3497,2013,3,180000,7,12/2023,0,0.0,שחור,0.0,0,101,קרית טבעון
1853,61674312,יונדאי,טאראקן,40000.0,2902,2003,5,280000,6,06/2023,0,0.0,כחול,0.0,0,101,עפולה
1854,75127341,טויוטה,RAV4,,1987,2014,2,85000,7,10/2023,0,0,לבן,0.0,0,101,עפולה
1855,46831531,אאודי,A6,66000.0,1984,2013,1,145000,7,04/2024,0,0,לבן,0.0,0,101,חדרה
1856,83125087,ג'יפ,/,,2987,2012,2,214000,6,04/2024,0,0,שחור,0.0,0,101,עפולה
1857,54761196,קיה,ספורטז',90000.0,1591,2018,1,61000,7,11/2023,0,0,לבן,0.0,0,101,חדרה
1858,49667664,קיה,קרניבל,,2902,2008,2,222000,6,04/2023,0,0,זהב,0.0,0,101,עפולה
1859,77129499,קיה,נירו,88000.0,1580,2018,2,115600,7,12/2023,0,1,לבן,0.0,0,101,חריש
1860,58813193,מאזדה,3,92000.0,1998,2019,2,83000,7,02/2024,0,0,שחור,0.0,0,101,חדרה
1861,58980583,מאזדה,CX-5,70000.0,1998,2013,1,130000,7,08/2023,0,0,לבן,0.0,0,101,חדרה
1862,96671829,מיצובישי,פג'רו,35500.0,3200,2001,9,10000,6,12/2023,0,0,לבן,0.0,0,101,חדרה
1863,84379129,פולקסווגן,פולו,63500.0,1390,2013,5,125000,7,03/2023,0,0,לבן,0.0,0,101,עפולה
1864,59261568,קיה,פיקנטו,72000.0,1197,2019,2,171000,7,04/2023,0,2,כסוף,0.0,0,101,פרדס חנה כרכור
1865,67609368,הונדה,סיוויק,,1799,2009,7,250000,7,09/2023,0,0,אפור,0.0,0,101,עפולה
1866,63902771,ניסאן,טראנו,12500.0,2398,1996,5,460000,7,07/2023,0,0,כחול,,0,101,חדרה
1867,87588922,הונדה,סיוויק,51000.0,1798,2016,2,144000,7,04/2024,0,1,לבן,0.0,0,101,חדרה
1868,87234833,שברולט,ספארק,16480.0,1206,2013,2,142000,7,10/2023,0,0,לבן,,0,101,חריש
1869,74683758,טויוטה,קורולה,,1598,2006,5,250000,7,01/2024,0,0,כסוף,0.0,0,101,עפולה
1870,85868654,פורד,פוקוס,8200.0,1596,2008,2,291000,7,01/2024,0,0,כחול,0.0,0,101,פרדס חנה כרכור
1871,85364514,מאזדה,323,16000.0,1598,2003,2,86406,7,08/2023,0,9,כסוף,0.0,0,101,עפולה
1872,43581828,טויוטה,היילקס,,2755,2022,1,9100,6,04/2024,0,,לבן,0.0,0,101,מעלה עירון
1873,77814609,ניסאן,ג'וק,35000.0,1598,2011,2,170000,7,05/2023,0,0.0,לבן,0.0,0,101,חדרה
1874,81588718,ניסאן,קשקאי,67000.0,1197,2016,2,71000,7,11/2023,0,0.0,לבן,0.0,0,101,יקנעם עילית
1875,97010896,פיג'ו,2008,79500.0,1199,2019,1,11459,7,02/2024,0,0.0,אפור,0.0,0,101,חדרה
1876,95083912,פולקסווגן,ג'טה,30000.0,1197,2013,2,243000,7,03/2024,0,0.0,לבן,0.0,0,101,יקנעם עילית
1877,74411973,אופל,קורסה,25000.0,1398,2014,3,103000,7,12/2023,0,0.0,אפור,0.0,0,101,עפולה
1878,71200225,סוזוקי,גרנד,32000.0,1995,2008,4,256000,7,12/2023,0,0.0,שחור,0.0,0,101,עפולה
1879,82354675,אלפא,רומיאו,56000.0,1368,2015,3,138000,7,01/2024,0,0.0,ברונזה,3.0,0,101,זכרון יעקב
1880,76334640,סובארו,פורסטר,,1994,2009,3,335000,7,04/2024,0,0.0,שחור,0.0,0,101,גן נר
1881,84497844,קיה,פיקנטו,41500.0,1248,2017,3,159000,7,05/2024,0,0.0,לבן,0.0,0,101,חדרה
1882,92894342,ג'יפ,/,400000.0,1995,2022,1,12000,3,09/2023,0,0.0,אפור,0.0,0,101,פרדס חנה כרכור
1883,82204228,קיה,פיקנטו,42000.0,1248,2016,2,80000,7,09/2023,0,1.0,לבן,0.0,0,101,בית שאן
1884,83888289,ג'יפ,/,,5216,1998,8,280000,7,08/2023,0,0.0,שחור,0.0,0,101,חדרה
1885,72569732,פולקסווגן,גולף,67000.0,1395,2016,1,98000,7,10/2023,0,0.0,אפור,0.0,0,101,באקה אל ע'רביה
1886,82439680,פורד,מונדאו,13000.0,1999,2013,3,218000,7,07/2023,0,1.0,אפור,0.0,0,101,בית שאן
1887,72453030,שברולט,ספארק,12000.0,995,2014,2,174000,7,06/2023,0,0.0,כסוף,,0,101,קרית טבעון
1888,45455375,פיג'ו,508,7000.0,1598,2012,2,171000,7,03/2023,0,1.0,כחול,0.0,0,101,רמת ישי
1889,69910825,ב.מ.וו,X1,90000.0,1499,2016,2,113400,7,03/2023,0,0.0,לבן,0.0,0,101,דאלית אל כרמל
1890,74414757,יונדאי,iX35,63000.0,1998,2014,3,60000,7,01/2024,0,0,לבן,0.0,0,101,בית שאן
1891,82235910,טויוטה,לנד,230000.0,2982,2014,3,220000,6,03/2024,0,0,כסוף,0.0,0,101,ברק
1892,45573070,טויוטה,היילקס,115000.0,2982,2015,3,784975,6,03/2024,0,0,לבן,0.0,0,101,ברק
1893,53799814,סיאט,איביזה,30000.0,1197,2016,2,190000,7,08/2023,0,0,לבן,,0,101,אור עקיבא
1894,82574359,טויוטה,RAV4,179999.0,2487,2019,2,80000,7,01/2024,0,0,אפור,0.0,0,101,עספיא
1895,65649405,פורד,פוקוס,20000.0,1999,2014,3,162000,7,02/2024,0,0,כחול,0.0,0,101,אום אל פחם
1896,79344616,סיאט,אטקה,137000.0,1498,2021,1,24000,7,09/2024,1,0,כסוף,0.0,0,101,דאלית אל כרמל
1897,47768315,סובארו,אימפרזה,37500.0,1600,2014,3,161000,7,05/2023,0,0,לבן,0.0,0,101,חדרה
1898,55158191,איסוזו,4X4,160000.0,2499,2017,1,140000,6,06/2024,0,0,לבן,0.0,0,101,חדרה
1899,98550482,אאודי,Q8,550000.0,2967,2021,1,34000,6,06/2024,0,0,לבן,0.0,0,101,מיטב
1900,46797020,טויוטה,קורולה,18000.0,1598,2007,3,154000,7,08/2023,0,0,אפור,0.0,0,101,קרית טבעון
1901,71501286,יונדאי,טוסון,179000.0,1598,2022,1,7000,7,08/2023,0,0,לבן,0.0,0,101,עפולה
1902,96737379,ב.מ.וו,X3,126000.0,1997,2015,3,97000,7,12/2023,0,0,לבן,0.0,0,101,חריש
1903,79763024,אאודי,A4,,1984,2016,2,145000,7,10/2024,0,0,שחור,0.0,0,101,חדרה
1904,76585783,מאזדה,3,24900.0,1598,2009,2,76000,7,08/2023,0,3,כסוף,0.0,0,101,עפולה
1905,92305049,ג'יפ,/,125000.0,3604,2014,2,230000,7,11/2023,0,0,כסוף,0.0,0,101,באקה אל ע'רביה
1906,51125840,יונדאי,איוניק,88000.0,1580,2019,2,105000,7,05/2023,0,1,לבן,0.0,0,101,חריש
1907,51408994,טויוטה,קורולה,,1598,2016,2,125000,7,04/2024,0,0,לבן,0.0,0,101,זכרון יעקב
1908,51408994,טויוטה,קורולה,,1598.0,2016,2,125000,7,04/2024,0,0,לבן,0.0,0,101,זכרון יעקב
1909,63396612,שברולט,קאמארו,228000.0,3600.0,2018,3,68000,7,04/2024,0,0,שחור,0.0,0,101,דאלית אל כרמל
1910,64109112,יונדאי,טוסון,,1591.0,2018,1,56000,7,08/2023,0,0,לבן,0.0,0,101,בית שאן
1911,87909825,מיצובישי,פג'רו,28000.0,2835.0,1997,5,392000,6,06/2023,0,0,ירוק,0.0,0,101,בנימינה גבעת עדה
1912,72796946,סובארו,XV,100000.0,1600.0,2018,1,59000,7,08/2023,0,0,לבן,0.0,0,101,רמת ישי
1913,41673935,פורד,פוקוס,16000.0,1596.0,2014,4,133000,7,06/2023,0,0,כסף,0.0,0,101,יקנעם עילית
1914,46041296,ג'יפ,/,,3604.0,2023,2,38000,7,06/2023,0,0,אפור,0.0,0,101,עפולה
1915,84760191,לקסוס,RX450H,,3456.0,2019,2,120000,7,09/2023,0,0,שחור,0.0,0,101,נאעורה
1916,85585693,יונדאי,i10,55000.0,1248.0,2016,2,65000,7,09/2023,0,0,לבן,0.0,0,101,פרדס חנה כרכור
1917,49208585,הונדה,סיוויק,135000.0,1498.0,2021,1,11000,7,06/2023,0,0,לבן,,0,101,עפולה
1918,91993535,יונדאי,טוסון,88000.0,1999.0,2016,2,112000,7,01/2024,0,0,אפור,0.0,0,101,חדרה
1919,78332262,שברולט,ספארק,52000.0,1399.0,2018,2,47200,7,03/2024,0,1,אפור,0.0,0,101,עפולה
1920,91063299,אלפא,רומיאו,53000.0,1742.0,2010,3,131000,7,10/2023,0,0,לבן,,0,101,חדרה
1921,78188747,מאזדה,3,22500.0,1598.0,2010,3,150000,7,06/2023,0,1,כסוף,0.0,0,101,חריש
1922,97184289,סוזוקי,ויטרה,80000.0,1586.0,2017,2,76200,7,01/2024,0,0,אפור,0.0,0,101,חדרה
1923,73915712,אם.,ג'י.,118000.0,,2021,1,48000,2,03/2024,0,0,לבן,0.0,0,101,חדרה
1924,57853401,רנו,קליאו,9000.0,1149.0,2011,2,165000,7,11/2023,0,0,לבן,,0,101,חדרה
1925,48256763,מרצדס,GLA,,1595.0,2019,2,44000,7,04/2023,0,0,שחור,0.0,0,101,עפולה
1926,69650570,מאזדה,CX-5,138900.0,1998,2020,1,38000,7,10/2023,0,,לבן,0.0,0,101,חדרה
1927,51868558,מיצובישי,גרנדיס,25000.0,2378,2008,3,269000,7,06/2023,0,0.0,זהב,0.0,0,101,רכסים
1928,77616709,פורשה,קאיין,250000.0,2967,2017,2,134000,6,04/2024,0,0.0,לבן,0.0,0,101,חדרה
1929,73443254,אופל,אסטרה,35000.0,1364,2016,2,125000,7,03/2024,0,1.0,אפור,0.0,0,101,חריש
1930,93385557,מרצדס,SLK,190000.0,1796,2015,1,130000,7,11/2023,0,1.0,לבן,0.0,0,101,זכרון יעקב
1931,65051891,סוזוקי,אלטו,18000.0,996,2010,3,114000,7,10/2023,0,0.0,לבן,0.0,0,101,ירדנה
1932,77777440,לנד,רובר,290000.0,1997,2021,2,6000,7,10/2023,0,0.0,לבן,0.0,0,101,בית שאן
1933,82309136,שברולט,אקווינוקס,67000.0,2384,2016,1,149000,7,10/2023,0,0.0,לבן,0.0,0,101,חדרה
1934,95321222,טויוטה,C-HR,110000.0,1798,2019,1,107000,7,02/2024,0,0.0,לבן,0.0,0,101,חדרה
1935,48143280,אלפא,רומיאו,62000.0,3195,2009,3,142000,7,06/2023,0,0.0,שחור,0.0,0,101,עפולה
1936,74747509,פיג'ו,פרטנר,,1997,2004,1,284000,6,06/2023,0,0.0,לבן,,0,101,זכרון יעקב
1937,78673990,פיאט,500,11000.0,1242,2012,2,136356,7,06/2023,0,0.0,שחור,0.0,0,101,אור עקיבא
1938,44576378,טויוטה,לנד,204000.0,2982,2013,3,204000,6,06/2023,0,0.0,לבן,0.0,0,101,מעלה עירון
1939,84846383,ג'יפ,/,230000.0,3604,2019,1,83000,7,06/2023,0,0.0,לבן,0.0,0,101,אור עקיבא
1940,44841222,סיאט,איביזה,59000.0,999,2018,2,73300,7,09/2023,0,0.0,ברונזה,,0,101,בנימינה גבעת עדה
1941,74632104,הונדה,סיוויק,51000.0,1798,2017,3,137000,7,07/2023,0,0.0,כסוף,0.0,0,101,פרדס חנה כרכור
1942,64384891,ניסאן,קשקאי,115000.0,1497,2020,2,27000,7,02/2024,0,1.0,כסוף,0.0,0,101,אור עקיבא
1943,93704812,פורד,פוקוס,9000.0,1596,2012,2,241700,7,09/2023,0,2.0,אפור,0.0,0,101,גיניגר
1944,93704812,פורד,פוקוס,9000.0,1596,2012,2,241700,7,09/2023,0,2,אפור,0.0,0,101,גיניגר
1945,97631579,פורד,טרנזיט,213000.0,1995,2021,1,21823,6,05/2024,3,2,אפור,0.0,0,101,יגור
1946,63701320,טויוטה,קורולה,14000.0,1598,2005,3,260000,7,08/2023,0,0,אפור,0.0,0,101,באקה אל ע'רביה
1947,48697315,פולקסווגן,פולו,31000.0,1197,2013,1,176000,7,01/2024,0,0,לבן,0.0,0,101,בית שאן
1948,91082652,יונדאי,סונטה,73000.0,1999,2016,1,167500,7,04/2023,0,0,אפור,0.0,0,101,זכרון יעקב
1949,67902467,מיצובישי,L200,44500.0,2477,2011,1,382000,6,09/2023,0,0,אפור,,0,101,רמת ישי
1950,61070579,סיטרואן,C4,,1997,2015,2,160000,6,04/2024,0,0,שחור,0.0,0,101,בית שאן
1951,99745015,סקודה,אוקטביה,,1395,2015,3,150000,7,04/2024,0,0,ברונזה,0.0,0,101,בית שאן
1952,76823966,קיה,פיקנטו,65000.0,1248,2018,1,110000,7,04/2024,0,0,בז',0.0,0,101,אור עקיבא
1953,69776014,מרצדס,C-Class,130000.0,1950,2018,2,101000,6,07/2023,0,0,לבן,0.0,0,101,קיסריה
1954,54239669,רנו,קדגא'ר,85000.0,1461,2018,2,167000,6,06/2023,0,0,אדום,0.0,0,101,מוקייבלה
1955,48723253,סוזוקי,ויטרה,85000.0,1586,2017,3,57000,7,10/2023,0,0,לבן,0.0,0,101,זכרון יעקב
1956,89385878,ג'יפ,/,200000.0,3604,2014,4,130000,7,09/2023,0,0,לבן,0.0,0,101,דאלית אל כרמל
1957,53989255,פורד,אדג',156000.0,3497,2019,1,96000,7,03/2024,3,0,לבן,0.0,0,101,קיסריה
1958,96709932,ג'יפ,/,,3778,2011,4,70000,7,07/2023,0,0,שחור,0.0,0,101,בית שאן
1959,53230445,דאצ'יה,סנדרו,28000.0,898,2016,3,200000,7,07/2023,0,0,אפור,,0,101,חדרה
1960,83529765,פיג'ו,308,9600.0,1598,2010,4,177770,7,12/2024,0,0,כחול,0.0,0,101,"מכללת עמק יזרעאל ע""ש מקס שטרן"
1961,42858470,דאצ'יה,דאסטר,,1461,2018,3,118000,6,12/2024,0,1,לבן,0.0,0,101,צרופה
1962,62833204,סוזוקי,ויטרה,63000,1586.0,2018,3,143000,7,04/2023,0,2,אפור,0.0,0,101,עפולה
